0,0,0,0.041220341
0.001,58.77852523,1.07E-06,0.041220341
0.002,95.10565163,5.16E-06,0.103346666
0.003,95.10565163,1.32E-05,0.12429976
0.004,58.77852523,2.48E-05,0.088409162
0.005,1.22E-14,3.99E-05,0.025633699
0.006,-58.77852523,5.99E-05,0.003913743
0.007,-95.10565163,8.90E-05,0.049587215
0.008,-95.10565163,0.000126,0.089600019
0.009,-58.77852523,0.000175,0.061035055
0.01,-2.45E-14,0.00023,-0.005399016
0.011,58.77852523,0.000296,-0.077410871
0.012,95.10565163,0.00036,-0.144064338
0.013,95.10565163,0.00044,-0.163321773
0.014,58.77852523,0.00053,-0.118409888
0.015,3.67E-14,0.00061,-0.047476776
0.016,-58.77852523,0.0007,-0.003124817
0.017,-95.10565163,0.00079,-0.020346893
0.018,-95.10565163,0.00088,-0.062087755
0.019,-58.77852523,0.00096,-0.054788352
0.02,-4.90E-14,0.00106,0.006608973
0.021,58.77852523,0.00114,0.074411024
0.022,95.10565163,0.00122,0.11972754
0.023,95.10565163,0.00135,0.130708192
0.024,58.77852523,0.0014,0.086397627
0.025,-1.16E-13,0.0015,-0.002263509
0.026,-58.77852523,0.0015,-0.066131965
0.027,-95.10565163,0.0017,-0.06246408
0.028,-95.10565163,0.0018,-0.026210963
0.029,-58.77852523,0.0018,-0.015419777
0.03,-7.35E-14,0.002,-0.054760465
0.031,58.77852523,0.0021,-0.116917456
0.032,95.10565163,0.0021,-0.154538054
0.033,95.10565163,0.0022,-0.149764181
0.034,58.77852523,0.0024,-0.102054937
0.035,-2.70E-13,0.0023,-0.014419437
0.036,-58.77852523,0.0025,0.066524342
0.037,-95.10565163,0.0025,0.079055551
0.038,-95.10565163,0.0026,0.036139768
0.039,-58.77852523,0.0026,0.006842806
0.04,-9.80E-14,0.0026,0.02517615
0.041,58.77852523,0.0027,0.069112966
0.042,95.10565163,0.0026,0.099437339
0.043,95.10565163,0.0027,0.090961929
0.044,58.77852523,0.0027,0.038524963
0.045,1.10E-13,0.0027,-0.044654969
0.046,-58.77852523,0.0027,-0.121296066
0.047,-95.10565163,0.0027,-0.141730106
0.048,-95.10565163,0.0027,-0.094873881
0.049,-58.77852523,0.0027,-0.03722541
0.05,2.33E-13,0.0026,-0.028404962
0.051,58.77852523,0.0026,-0.057759146
0.052,95.10565163,0.0026,-0.078159925
0.053,95.10565163,0.0025,-0.066407244
0.054,58.77852523,0.0024,-0.017520797
0.055,-2.21E-13,0.0023,0.061578969
0.056,-58.77852523,0.0023,0.135276673
0.057,-95.10565163,0.0021,0.156047913
0.058,-95.10565163,0.002,0.109243568
0.059,-58.77852523,0.0019,0.036495214
0.06,-1.47E-13,0.0018,4.87E-04
0.061,58.77852523,0.0016,0.015734238
0.062,95.10565163,0.0015,0.039191044
0.063,95.10565163,0.0009,0.03241315
0.064,58.77852523,0.002,-0.007142395
0.065,-1.96E-13,0.001,-0.068339304
0.066,-58.77852523,0,-0.128302374
0.067,-95.10565163,0.001,-0.14342328
0.068,-95.10565163,0.001,-0.08910035
0.069,-58.77852523,0,-0.00107283
0.07,5.39E-13,0,0.05670732
0.071,58.77852523,0,0.05813664
0.072,95.10565163,0,0.03287945
0.073,95.10565163,0,0.026072785
0.074,58.77852523,-0.001,0.053634275
0.075,-1.72E-13,-0.001,0.101383007
0.076,-58.77852523,-0.001,0.146209792
0.077,-95.10565163,-0.001,0.156579634
0.078,-95.10565163,-0.0015,0.104846987
0.079,-58.77852523,-0.0017,0.010782816
0.08,-1.96E-13,-0.0018,-0.061023993
0.081,58.77852523,-0.0021,-0.07040549
0.082,95.10565163,-0.0023,-0.039506106
0.083,95.10565163,-0.0025,-0.015415676
0.084,58.77852523,-0.0026,-0.022278999
0.085,-1.47E-13,-0.0029,-0.053017385
0.086,-58.77852523,-0.003,-0.084162943
0.087,-95.10565163,-0.0032,-0.086481587
0.088,-95.10565163,-0.0034,-0.037179234
0.089,-58.77852523,-0.0035,0.053346837
0.09,-2.20E-13,-0.0038,0.131381801
0.091,58.77852523,-0.0039,0.14582371
0.092,95.10565163,-0.004,0.104412698
0.093,95.10565163,-0.0042,0.058769398
0.094,58.77852523,-0.0044,0.043545628
0.095,-1.23E-13,-0.0045,0.055983161
0.096,-58.77852523,-0.0047,0.075581056
0.097,-95.10565163,-0.0047,0.075546207
0.098,-95.10565163,-0.0049,0.032268725
0.099,-58.77852523,-0.0049,-0.049481092
0.1,4.66E-13,-0.005,-0.124895415
0.101,58.77852523,-0.0051,-0.14235414
0.102,95.10565163,-0.0051,-0.095822371
0.103,95.10565163,-0.00519,-0.031750899
0.104,58.77852523,-0.005206,0.002740452
0.105,-9.81E-14,-0.005224,0.001401906
0.106,-58.77852523,-0.00525,-0.013785201
0.107,-95.10565163,-0.00523,-0.017626262
0.108,-95.10565163,-0.0053,0.011336586
0.109,-58.77852523,-0.0052,0.075602422
0.11,4.41E-13,-0.0052,0.139571633
0.111,58.77852523,-0.0052,0.151608211
0.112,95.10565163,-0.0052,0.097021877
0.113,95.10565163,-0.005,0.015345224
0.114,58.77852523,-0.0051,-0.040477439
0.115,-7.84E-13,-0.0049,-0.05167952
0.116,-58.77852523,-0.0048,-0.037411182
0.117,-95.10565163,-0.0048,-0.026982371
0.118,-95.10565163,-0.0046,-0.041705099
0.119,-58.77852523,-0.0044,-0.087042898
0.12,-2.94E-13,-0.0043,-0.138694183
0.121,58.77852523,-0.0042,-0.149390549
0.122,95.10565163,-0.004,-0.09511217
0.123,95.10565163,-0.0038,-0.00709432
0.124,58.77852523,-0.0037,0.058498227
0.125,-4.91E-14,-0.0034,0.073684389
0.126,-58.77852523,-0.0031,0.052482725
0.127,-95.10565163,-0.003,0.026613
0.128,-95.10565163,-0.003,0.0215184
0.129,-58.77852523,-0.003,0.045294958
0.13,3.92E-13,-0.003,0.080311519
0.131,58.77852523,-0.002,0.08651919
0.132,95.10565163,-0.002,0.034924423
0.133,95.10565163,-0.002,-0.054993783
0.134,58.77852523,-0.001,-0.127491575
0.135,-7.35E-13,-0.002,-0.144716649
0.136,-58.77852523,-0.001,-0.11529353
0.137,-95.10565163,-0.001,-0.073211043
0.138,-95.10565163,-0.001,-0.04808367
0.139,-58.77852523,0,-0.052419983
0.14,1.08E-12,0,-0.074631135
0.141,58.77852523,0,-0.080159318
0.142,95.10565163,0,-0.037985107
0.143,95.10565163,0,0.043033704
0.144,58.77852523,0.001,0.113540882
0.145,-1.24E-16,0.001,0.129056039
0.146,-58.77852523,0.001,0.089937102
0.147,-95.10565163,0.001,0.031809012
0.148,-95.10565163,0.002,-0.010066253
0.149,-58.77852523,0.002,-0.019946727
0.15,3.43E-13,0.002,-0.004929738
0.151,58.77852523,0.002,0.005674122
0.152,95.10565163,0.002,-0.020900495
0.153,95.10565163,0.002,-0.08547438
0.154,58.77852523,0.003,-0.146520856
0.155,-6.86E-13,0.003,-0.15689926
0.156,-58.77852523,0.003,-0.108350129
0.157,-95.10565163,0.0027,-0.034254888
0.158,-95.10565163,0.0032,0.024204711
0.159,-58.77852523,0.0034,0.046135308
0.16,-3.92E-13,0.0034,0.036091579
0.161,58.77852523,0.0036,0.019579083
0.162,95.10565163,0.0036,0.029238363
0.163,95.10565163,0.0037,0.075028574
0.164,58.77852523,0.0038,0.125509791
0.165,4.89E-14,0.0038,0.133427992
0.166,-58.77852523,0.0039,0.082809036
0.167,-95.10565163,0.0039,0.002689278
0.168,-95.10565163,0.0039,-0.062440478
0.169,-58.77852523,0.004,-0.086176067
0.17,2.94E-13,0.004,-0.07047856
0.171,58.77852523,0.0039,-0.039722523
0.172,95.10565163,0.004,-0.0267779
0.173,95.10565163,0.004,-0.048207346
0.174,58.77852523,0.004,-0.083209687
0.175,7.84E-13,0.0039,-0.087344846
0.176,-58.77852523,0.0039,-0.036863077
0.177,-95.10565163,0.0039,0.046131194
0.178,-95.10565163,0.0038,0.115768629
0.179,-58.77852523,0.0037,0.140627965
0.18,-4.41E-13,0.0036,0.119720562
0.181,58.77852523,0.00352,0.076549028
0.182,95.10565163,0.00343,0.044849124
0.183,95.10565163,0.003326,0.046505305
0.184,58.77852523,0.003214,0.070046766
0.185,9.78E-14,0.00311,0.076025611
0.186,-58.77852523,0.003,0.035032588
0.187,-95.10565163,0.0029,-0.040034307
0.188,-95.10565163,0.0028,-0.105048544
0.189,-58.77852523,0.0026,-0.123950989
0.19,2.45E-13,0.0026,-0.09269181
0.191,58.77852523,0.0024,-0.034739542
0.192,95.10565163,0.0023,0.015143972
0.193,95.10565163,0.0021,0.030893183
0.194,58.77852523,0.0021,0.015961595
0.195,-5.88E-13,0.0019,0.004644535
0.196,-58.77852523,0.0017,0.030682523
0.197,-95.10565163,0.0016,0.091192169
0.198,-95.10565163,0.0015,0.147171846
0.199,-58.77852523,0.0013,0.159407823
0.2,9.31E-13,0.0012,0.119329865
0.201,58.77852523,0.0011,0.049686467
0.202,95.10565163,0.0009,-0.013509132
