0,0
0.001,8.47E-09
0.002,4.88E-08
0.003,1.49E-07
0.004,3.33E-07
0.005,6.16E-07
0.006,1.02E-06
0.007,1.59E-06
0.008,2.36E-06
0.009,3.36E-06
0.01,4.60E-06
0.011,6.06E-06
0.012,7.71E-06
0.013,9.49E-06
0.014,1.13E-05
0.015,1.32E-05
0.016,1.49E-05
0.017,1.65E-05
0.018,1.77E-05
0.019,1.86E-05
0.02,1.91E-05
0.021,1.90E-05
0.022,1.86E-05
0.023,1.77E-05
0.024,1.65E-05
0.025,1.51E-05
0.026,1.35E-05
0.027,1.20E-05
0.028,1.06E-05
0.029,9.38E-06
0.03,8.56E-06
0.031,8.14E-06
0.032,8.12E-06
0.033,8.48E-06
0.034,9.17E-06
0.035,1.01E-05
0.036,1.12E-05
0.037,1.24E-05
0.038,1.34E-05
0.039,1.43E-05
0.04,1.48E-05
0.041,1.50E-05
0.042,1.47E-05
0.043,1.41E-05
0.044,1.31E-05
0.045,1.17E-05
0.046,1.01E-05
0.047,8.30E-06
0.048,6.36E-06
0.049,4.41E-06
0.05,2.53E-06
0.051,7.63E-07
0.052,-8.49E-07
0.053,-2.29E-06
0.054,-3.54E-06
0.055,-4.60E-06
0.056,-5.46E-06
0.057,-6.12E-06
0.058,-6.61E-06
0.059,-6.94E-06
0.06,-7.16E-06
0.061,-7.26E-06
0.062,-7.25E-06
0.063,-7.15E-06
0.064,-6.98E-06
0.065,-6.78E-06
0.066,-6.59E-06
0.067,-6.48E-06
0.068,-6.50E-06
0.069,-6.67E-06
0.07,-7.04E-06
0.071,-7.64E-06
0.072,-8.50E-06
0.073,-9.62E-06
0.074,-1.10E-05
0.075,-1.25E-05
0.076,-1.42E-05
0.077,-1.58E-05
0.078,-1.73E-05
0.079,-1.87E-05
0.08,-1.97E-05
0.081,-2.03E-05
0.082,-2.05E-05
0.083,-2.02E-05
0.084,-1.95E-05
0.085,-1.82E-05
0.086,-1.67E-05
0.087,-1.48E-05
0.088,-1.29E-05
0.089,-1.09E-05
0.09,-9.09E-06
0.091,-7.49E-06
0.092,-6.22E-06
0.093,-5.34E-06
0.094,-4.89E-06
0.095,-4.84E-06
0.096,-5.14E-06
0.097,-5.69E-06
0.098,-6.41E-06
0.099,-7.17E-06
0.1,-7.89E-06
0.101,-8.46E-06
0.102,-8.78E-06
0.103,-8.80E-06
0.104,-8.46E-06
0.105,-7.76E-06
0.106,-6.73E-06
0.107,-5.42E-06
0.108,-3.88E-06
0.109,-2.18E-06
0.11,-3.74E-07
0.111,1.47E-06
0.112,3.30E-06
0.113,5.05E-06
0.114,6.67E-06
0.115,8.14E-06
0.116,9.43E-06
0.117,1.06E-05
0.118,1.15E-05
0.119,1.23E-05
0.12,1.29E-05
0.121,1.32E-05
